source_id,source_name,source_category,source_type,target_id,target_name,target_category,target_type,relationship_type
29,Excoriation Disorder,Obsessive-Compulsive and Related Disorders,disorder,Relief after picking,SYM_Relief after picking,Obsessive-Compulsive and Related Disorders,symptom,HAS_SYMPTOM
29,Excoriation Disorder,Obsessive-Compulsive and Related Disorders,disorder,Obsessive-Compulsive Disorder,Obsessive-Compulsive Disorder,Obsessive-Compulsive and Related Disorders,disorder,COMORBID_WITH
29,Excoriation Disorder,Obsessive-Compulsive and Related Disorders,disorder,Trichotillomania,Trichotillomania,Obsessive-Compulsive and Related Disorders,disorder,COMORBID_WITH
29,Excoriation Disorder,Obsessive-Compulsive and Related Disorders,disorder,Major Depressive Disorder,Major Depressive Disorder,Depressive Disorders,disorder,COMORBID_WITH
30,Reactive Attachment Disorder,Trauma and Stressor-Related Disorders,disorder,Emotionally withdrawn behavior,SYM_Emotionally withdrawn behavior,Trauma and Stressor-Related Disorders,symptom,HAS_SYMPTOM
30,Reactive Attachment Disorder,Trauma and Stressor-Related Disorders,disorder,Minimal social responsiveness,SYM_Minimal social responsiveness,Trauma and Stressor-Related Disorders,symptom,HAS_SYMPTOM
30,Reactive Attachment Disorder,Trauma and Stressor-Related Disorders,disorder,Limited positive affect,SYM_Limited positive affect,Trauma and Stressor-Related Disorders,symptom,HAS_SYMPTOM
30,Reactive Attachment Disorder,Trauma and Stressor-Related Disorders,disorder,Unexplained irritability,SYM_Unexplained irritability,Trauma and Stressor-Related Disorders,symptom,HAS_SYMPTOM
30,Reactive Attachment Disorder,Trauma and Stressor-Related Disorders,disorder,Minimal comfort seeking,SYM_Minimal comfort seeking,Trauma and Stressor-Related Disorders,symptom,HAS_SYMPTOM
30,Reactive Attachment Disorder,Trauma and Stressor-Related Disorders,disorder,Minimal response to comfort,SYM_Minimal response to comfort,Trauma and Stressor-Related Disorders,symptom,HAS_SYMPTOM
30,Reactive Attachment Disorder,Trauma and Stressor-Related Disorders,disorder,Attention-Deficit/Hyperactivity Disorder,Attention-Deficit/Hyperactivity Disorder,Neurodevelopmental Disorders,disorder,COMORBID_WITH
30,Reactive Attachment Disorder,Trauma and Stressor-Related Disorders,disorder,Language Disorder,Language Disorder,Neurodevelopmental Disorders,disorder,COMORBID_WITH
30,Reactive Attachment Disorder,Trauma and Stressor-Related Disorders,disorder,Intellectual Developmental Disorder,Intellectual Developmental Disorder,Neurodevelopmental Disorders,disorder,COMORBID_WITH
31,Disinhibited Social Engagement Disorder,Trauma and Stressor-Related Disorders,disorder,Overly familiar behavior,SYM_Overly familiar behavior,Trauma and Stressor-Related Disorders,symptom,HAS_SYMPTOM
31,Disinhibited Social Engagement Disorder,Trauma and Stressor-Related Disorders,disorder,Reduced reticence with strangers,SYM_Reduced reticence with strangers,Trauma and Stressor-Related Disorders,symptom,HAS_SYMPTOM
31,Disinhibited Social Engagement Disorder,Trauma and Stressor-Related Disorders,disorder,Minimal checking with caregiver,SYM_Minimal checking with caregiver,Trauma and Stressor-Related Disorders,symptom,HAS_SYMPTOM
31,Disinhibited Social Engagement Disorder,Trauma and Stressor-Related Disorders,disorder,Willingness to go with strangers,SYM_Willingness to go with strangers,Trauma and Stressor-Related Disorders,symptom,HAS_SYMPTOM
31,Disinhibited Social Engagement Disorder,Trauma and Stressor-Related Disorders,disorder,Attention-Deficit/Hyperactivity Disorder,Attention-Deficit/Hyperactivity Disorder,Neurodevelopmental Disorders,disorder,COMORBID_WITH
31,Disinhibited Social Engagement Disorder,Trauma and Stressor-Related Disorders,disorder,Autism Spectrum Disorder,Autism Spectrum Disorder,Neurodevelopmental Disorders,disorder,COMORBID_WITH
32,PTSD,Trauma and Stressor-Related Disorders,disorder,Exposure to trauma,SYM_Exposure to trauma,Trauma and Stressor-Related Disorders,symptom,HAS_SYMPTOM
32,PTSD,Trauma and Stressor-Related Disorders,disorder,Intrusion symptoms,SYM_Intrusion symptoms,Trauma and Stressor-Related Disorders,symptom,HAS_SYMPTOM
32,PTSD,Trauma and Stressor-Related Disorders,disorder,Avoidance behavior,SYM_Avoidance behavior,Trauma and Stressor-Related Disorders,symptom,HAS_SYMPTOM
32,PTSD,Trauma and Stressor-Related Disorders,disorder,Negative cognition changes,SYM_Negative cognition changes,Trauma and Stressor-Related Disorders,symptom,HAS_SYMPTOM
32,PTSD,Trauma and Stressor-Related Disorders,disorder,Arousal and reactivity changes,SYM_Arousal and reactivity changes,Trauma and Stressor-Related Disorders,symptom,HAS_SYMPTOM
32,PTSD,Trauma and Stressor-Related Disorders,disorder,Flashbacks,SYM_Flashbacks,Trauma and Stressor-Related Disorders,symptom,HAS_SYMPTOM
32,PTSD,Trauma and Stressor-Related Disorders,disorder,Nightmares,SYM_Nightmares,Trauma and Stressor-Related Disorders,symptom,HAS_SYMPTOM
32,PTSD,Trauma and Stressor-Related Disorders,disorder,Major Depressive Disorder,Major Depressive Disorder,Depressive Disorders,disorder,COMORBID_WITH
32,PTSD,Trauma and Stressor-Related Disorders,disorder,Generalized Anxiety Disorder,Generalized Anxiety Disorder,Anxiety Disorders,disorder,COMORBID_WITH
32,PTSD,Trauma and Stressor-Related Disorders,disorder,Major Neurocognitive Disorder,Major Neurocognitive Disorder,Neurocognitive Disorders,disorder,COMORBID_WITH
33,Acute Stress Disorder,Trauma and Stressor-Related Disorders,disorder,Exposure to trauma,SYM_Exposure to trauma,Trauma and Stressor-Related Disorders,symptom,HAS_SYMPTOM
33,Acute Stress Disorder,Trauma and Stressor-Related Disorders,disorder,Intrusion symptoms,SYM_Intrusion symptoms,Trauma and Stressor-Related Disorders,symptom,HAS_SYMPTOM
33,Acute Stress Disorder,Trauma and Stressor-Related Disorders,disorder,Negative mood,SYM_Negative mood,Trauma and Stressor-Related Disorders,symptom,HAS_SYMPTOM
33,Acute Stress Disorder,Trauma and Stressor-Related Disorders,disorder,Dissociative symptoms,SYM_Dissociative symptoms,Trauma and Stressor-Related Disorders,symptom,HAS_SYMPTOM
33,Acute Stress Disorder,Trauma and Stressor-Related Disorders,disorder,Arousal symptoms,SYM_Arousal symptoms,Trauma and Stressor-Related Disorders,symptom,HAS_SYMPTOM
33,Acute Stress Disorder,Trauma and Stressor-Related Disorders,disorder,Duration less than 1 month,SYM_Duration less than 1 month,Schizophrenia Spectrum and Other Psychotic Disorders,symptom,HAS_SYMPTOM
33,Acute Stress Disorder,Trauma and Stressor-Related Disorders,disorder,PTSD,PTSD,Trauma and Stressor-Related Disorders,disorder,COMORBID_WITH
33,Acute Stress Disorder,Trauma and Stressor-Related Disorders,disorder,Major Depressive Disorder,Major Depressive Disorder,Depressive Disorders,disorder,COMORBID_WITH
34,Adjustment Disorders,Trauma and Stressor-Related Disorders,disorder,Response to stressor,SYM_Response to stressor,Trauma and Stressor-Related Disorders,symptom,HAS_SYMPTOM
34,Adjustment Disorders,Trauma and Stressor-Related Disorders,disorder,Marked distress,SYM_Marked distress,Trauma and Stressor-Related Disorders,symptom,HAS_SYMPTOM
34,Adjustment Disorders,Trauma and Stressor-Related Disorders,disorder,Significant impairment,SYM_Significant impairment,Dissociative Disorders,symptom,HAS_SYMPTOM
34,Adjustment Disorders,Trauma and Stressor-Related Disorders,disorder,Emotional symptoms,SYM_Emotional symptoms,Trauma and Stressor-Related Disorders,symptom,HAS_SYMPTOM
34,Adjustment Disorders,Trauma and Stressor-Related Disorders,disorder,Behavioral symptoms,SYM_Behavioral symptoms,Obsessive-Compulsive and Related Disorders,symptom,HAS_SYMPTOM
34,Adjustment Disorders,Trauma and Stressor-Related Disorders,disorder,Major Depressive Disorder,Major Depressive Disorder,Depressive Disorders,disorder,COMORBID_WITH
34,Adjustment Disorders,Trauma and Stressor-Related Disorders,disorder,Generalized Anxiety Disorder,Generalized Anxiety Disorder,Anxiety Disorders,disorder,COMORBID_WITH
35,Prolonged Grief Disorder,Trauma and Stressor-Related Disorders,disorder,Persistent longing for deceased,SYM_Persistent longing for deceased,Trauma and Stressor-Related Disorders,symptom,HAS_SYMPTOM
35,Prolonged Grief Disorder,Trauma and Stressor-Related Disorders,disorder,Preoccupation with death,SYM_Preoccupation with death,Trauma and Stressor-Related Disorders,symptom,HAS_SYMPTOM
35,Prolonged Grief Disorder,Trauma and Stressor-Related Disorders,disorder,Identity disruption,SYM_Identity disruption,Trauma and Stressor-Related Disorders,symptom,HAS_SYMPTOM
35,Prolonged Grief Disorder,Trauma and Stressor-Related Disorders,disorder,Avoidance of reminders,SYM_Avoidance of reminders,Trauma and Stressor-Related Disorders,symptom,HAS_SYMPTOM
35,Prolonged Grief Disorder,Trauma and Stressor-Related Disorders,disorder,Intense emotional pain,SYM_Intense emotional pain,Trauma and Stressor-Related Disorders,symptom,HAS_SYMPTOM
35,Prolonged Grief Disorder,Trauma and Stressor-Related Disorders,disorder,Major Depressive Disorder,Major Depressive Disorder,Depressive Disorders,disorder,COMORBID_WITH
35,Prolonged Grief Disorder,Trauma and Stressor-Related Disorders,disorder,PTSD,PTSD,Trauma and Stressor-Related Disorders,disorder,COMORBID_WITH
35,Prolonged Grief Disorder,Trauma and Stressor-Related Disorders,disorder,Generalized Anxiety Disorder,Generalized Anxiety Disorder,Anxiety Disorders,disorder,COMORBID_WITH
35,Prolonged Grief Disorder,Trauma and Stressor-Related Disorders,disorder,Separation Anxiety Disorder,Separation Anxiety Disorder,Anxiety Disorders,disorder,COMORBID_WITH
36,Dissociative Identity Disorder,Dissociative Disorders,disorder,Identity disruption,SYM_Identity disruption,Trauma and Stressor-Related Disorders,symptom,HAS_SYMPTOM
36,Dissociative Identity Disorder,Dissociative Disorders,disorder,Presence of distinct personalities,SYM_Presence of distinct personalities,Dissociative Disorders,symptom,HAS_SYMPTOM
36,Dissociative Identity Disorder,Dissociative Disorders,disorder,Gaps in memory recall,SYM_Gaps in memory recall,Dissociative Disorders,symptom,HAS_SYMPTOM
36,Dissociative Identity Disorder,Dissociative Disorders,disorder,Discontinuity in sense of self,SYM_Discontinuity in sense of self,Dissociative Disorders,symptom,HAS_SYMPTOM
36,Dissociative Identity Disorder,Dissociative Disorders,disorder,Changes in consciousness,SYM_Changes in consciousness,Dissociative Disorders,symptom,HAS_SYMPTOM
36,Dissociative Identity Disorder,Dissociative Disorders,disorder,PTSD,PTSD,Trauma and Stressor-Related Disorders,disorder,COMORBID_WITH
36,Dissociative Identity Disorder,Dissociative Disorders,disorder,Major Depressive Disorder,Major Depressive Disorder,Depressive Disorders,disorder,COMORBID_WITH
36,Dissociative Identity Disorder,Dissociative Disorders,disorder,Borderline Personality Disorder,Borderline Personality Disorder,Personality Disorders,disorder,COMORBID_WITH
36,Dissociative Identity Disorder,Dissociative Disorders,disorder,Somatic Symptom Disorder,Somatic Symptom Disorder,Somatic Symptom and Related Disorders,disorder,COMORBID_WITH
37,Dissociative Amnesia,Dissociative Disorders,disorder,Inability to recall autobiographical information,SYM_Inability to recall autobiographical information,Dissociative Disorders,symptom,HAS_SYMPTOM
37,Dissociative Amnesia,Dissociative Disorders,disorder,Memory gaps,SYM_Memory gaps,Dissociative Disorders,symptom,HAS_SYMPTOM
37,Dissociative Amnesia,Dissociative Disorders,disorder,Significant impairment,SYM_Significant impairment,Dissociative Disorders,symptom,HAS_SYMPTOM
37,Dissociative Amnesia,Dissociative Disorders,disorder,Confusion about identity,SYM_Confusion about identity,Dissociative Disorders,symptom,HAS_SYMPTOM
37,Dissociative Amnesia,Dissociative Disorders,disorder,Major Depressive Disorder,Major Depressive Disorder,Depressive Disorders,disorder,COMORBID_WITH
37,Dissociative Amnesia,Dissociative Disorders,disorder,PTSD,PTSD,Trauma and Stressor-Related Disorders,disorder,COMORBID_WITH
37,Dissociative Amnesia,Dissociative Disorders,disorder,Somatic Symptom Disorder,Somatic Symptom Disorder,Somatic Symptom and Related Disorders,disorder,COMORBID_WITH
37,Dissociative Amnesia,Dissociative Disorders,disorder,Borderline Personality Disorder,Borderline Personality Disorder,Personality Disorders,disorder,COMORBID_WITH
38,Depersonalization/Derealization Disorder,Dissociative Disorders,disorder,Feelings of unreality,SYM_Feelings of unreality,Dissociative Disorders,symptom,HAS_SYMPTOM
38,Depersonalization/Derealization Disorder,Dissociative Disorders,disorder,Detachment from self,SYM_Detachment from self,Dissociative Disorders,symptom,HAS_SYMPTOM
38,Depersonalization/Derealization Disorder,Dissociative Disorders,disorder,Intact reality testing,SYM_Intact reality testing,Dissociative Disorders,symptom,HAS_SYMPTOM
38,Depersonalization/Derealization Disorder,Dissociative Disorders,disorder,Perceptual alterations,SYM_Perceptual alterations,Substance-Related and Addictive Disorders,symptom,HAS_SYMPTOM
38,Depersonalization/Derealization Disorder,Dissociative Disorders,disorder,Emotional numbing,SYM_Emotional numbing,Dissociative Disorders,symptom,HAS_SYMPTOM
38,Depersonalization/Derealization Disorder,Dissociative Disorders,disorder,Major Depressive Disorder,Major Depressive Disorder,Depressive Disorders,disorder,COMORBID_WITH
38,Depersonalization/Derealization Disorder,Dissociative Disorders,disorder,Generalized Anxiety Disorder,Generalized Anxiety Disorder,Anxiety Disorders,disorder,COMORBID_WITH
38,Depersonalization/Derealization Disorder,Dissociative Disorders,disorder,Borderline Personality Disorder,Borderline Personality Disorder,Personality Disorders,disorder,COMORBID_WITH
38,Depersonalization/Derealization Disorder,Dissociative Disorders,disorder,Obsessive-Compulsive Personality Disorder,Obsessive-Compulsive Personality Disorder,Personality Disorders,disorder,COMORBID_WITH
39,Somatic Symptom Disorder,Somatic Symptom and Related Disorders,disorder,Physical symptoms causing distress,SYM_Physical symptoms causing distress,Somatic Symptom and Related Disorders,symptom,HAS_SYMPTOM
39,Somatic Symptom Disorder,Somatic Symptom and Related Disorders,disorder,Excessive thoughts about symptoms,SYM_Excessive thoughts about symptoms,Somatic Symptom and Related Disorders,symptom,HAS_SYMPTOM
39,Somatic Symptom Disorder,Somatic Symptom and Related Disorders,disorder,Persistent health anxiety,SYM_Persistent health anxiety,Somatic Symptom and Related Disorders,symptom,HAS_SYMPTOM
39,Somatic Symptom Disorder,Somatic Symptom and Related Disorders,disorder,Disproportionate concern,SYM_Disproportionate concern,Somatic Symptom and Related Disorders,symptom,HAS_SYMPTOM
39,Somatic Symptom Disorder,Somatic Symptom and Related Disorders,disorder,Generalized Anxiety Disorder,Generalized Anxiety Disorder,Anxiety Disorders,disorder,COMORBID_WITH
39,Somatic Symptom Disorder,Somatic Symptom and Related Disorders,disorder,Major Depressive Disorder,Major Depressive Disorder,Depressive Disorders,disorder,COMORBID_WITH
39,Somatic Symptom Disorder,Somatic Symptom and Related Disorders,disorder,Panic Disorder,Panic Disorder,Anxiety Disorders,disorder,COMORBID_WITH
39,Somatic Symptom Disorder,Somatic Symptom and Related Disorders,disorder,Borderline Personality Disorder,Borderline Personality Disorder,Personality Disorders,disorder,COMORBID_WITH
39,Somatic Symptom Disorder,Somatic Symptom and Related Disorders,disorder,Obsessive-Compulsive Personality Disorder,Obsessive-Compulsive Personality Disorder,Personality Disorders,disorder,COMORBID_WITH
40,Illness Anxiety Disorder,Somatic Symptom and Related Disorders,disorder,Preoccupation with having illness,SYM_Preoccupation with having illness,Somatic Symptom and Related Disorders,symptom,HAS_SYMPTOM
40,Illness Anxiety Disorder,Somatic Symptom and Related Disorders,disorder,Excessive health anxiety,SYM_Excessive health anxiety,Somatic Symptom and Related Disorders,symptom,HAS_SYMPTOM
40,Illness Anxiety Disorder,Somatic Symptom and Related Disorders,disorder,Health-related behaviors,SYM_Health-related behaviors,Somatic Symptom and Related Disorders,symptom,HAS_SYMPTOM
40,Illness Anxiety Disorder,Somatic Symptom and Related Disorders,disorder,High alarm about health status,SYM_High alarm about health status,Somatic Symptom and Related Disorders,symptom,HAS_SYMPTOM
40,Illness Anxiety Disorder,Somatic Symptom and Related Disorders,disorder,Minimal physical symptoms,SYM_Minimal physical symptoms,Somatic Symptom and Related Disorders,symptom,HAS_SYMPTOM
40,Illness Anxiety Disorder,Somatic Symptom and Related Disorders,disorder,Generalized Anxiety Disorder,Generalized Anxiety Disorder,Anxiety Disorders,disorder,COMORBID_WITH
40,Illness Anxiety Disorder,Somatic Symptom and Related Disorders,disorder,Major Depressive Disorder,Major Depressive Disorder,Depressive Disorders,disorder,COMORBID_WITH
40,Illness Anxiety Disorder,Somatic Symptom and Related Disorders,disorder,Obsessive-Compulsive Disorder,Obsessive-Compulsive Disorder,Obsessive-Compulsive and Related Disorders,disorder,COMORBID_WITH
40,Illness Anxiety Disorder,Somatic Symptom and Related Disorders,disorder,Somatic Symptom Disorder,Somatic Symptom Disorder,Somatic Symptom and Related Disorders,disorder,COMORBID_WITH
41,Factitious Disorder,Somatic Symptom and Related Disorders,disorder,Falsification of symptoms,SYM_Falsification of symptoms,Somatic Symptom and Related Disorders,symptom,HAS_SYMPTOM
41,Factitious Disorder,Somatic Symptom and Related Disorders,disorder,Deceptive behavior,SYM_Deceptive behavior,Somatic Symptom and Related Disorders,symptom,HAS_SYMPTOM
41,Factitious Disorder,Somatic Symptom and Related Disorders,disorder,Presentation as ill,SYM_Presentation as ill,Somatic Symptom and Related Disorders,symptom,HAS_SYMPTOM
41,Factitious Disorder,Somatic Symptom and Related Disorders,disorder,Absence of external rewards,SYM_Absence of external rewards,Somatic Symptom and Related Disorders,symptom,HAS_SYMPTOM
41,Factitious Disorder,Somatic Symptom and Related Disorders,disorder,Borderline Personality Disorder,Borderline Personality Disorder,Personality Disorders,disorder,COMORBID_WITH
41,Factitious Disorder,Somatic Symptom and Related Disorders,disorder,Antisocial Personality Disorder,Antisocial Personality Disorder,Personality Disorders,disorder,COMORBID_WITH
42,Pica,Feeding and Eating Disorders,disorder,Eating non-food substances,SYM_Eating non-food substances,Feeding and Eating Disorders,symptom,HAS_SYMPTOM
42,Pica,Feeding and Eating Disorders,disorder,Persistent behavior,SYM_Persistent behavior,Feeding and Eating Disorders,symptom,HAS_SYMPTOM
42,Pica,Feeding and Eating Disorders,disorder,Inappropriate to development,SYM_Inappropriate to development,Feeding and Eating Disorders,symptom,HAS_SYMPTOM
42,Pica,Feeding and Eating Disorders,disorder,Not culturally supported,SYM_Not culturally supported,Feeding and Eating Disorders,symptom,HAS_SYMPTOM
42,Pica,Feeding and Eating Disorders,disorder,Autism Spectrum Disorder,Autism Spectrum Disorder,Neurodevelopmental Disorders,disorder,COMORBID_WITH
42,Pica,Feeding and Eating Disorders,disorder,Intellectual Developmental Disorder,Intellectual Developmental Disorder,Neurodevelopmental Disorders,disorder,COMORBID_WITH
42,Pica,Feeding and Eating Disorders,disorder,Obsessive-Compulsive Disorder,Obsessive-Compulsive Disorder,Obsessive-Compulsive and Related Disorders,disorder,COMORBID_WITH
42,Pica,Feeding and Eating Disorders,disorder,Schizophrenia,Schizophrenia,Schizophrenia Spectrum and Other Psychotic Disorders,disorder,COMORBID_WITH
43,Rumination Disorder,Feeding and Eating Disorders,disorder,Repeated food regurgitation,SYM_Repeated food regurgitation,Feeding and Eating Disorders,symptom,HAS_SYMPTOM
43,Rumination Disorder,Feeding and Eating Disorders,disorder,Not due to medical condition,SYM_Not due to medical condition,Elimination Disorders,symptom,HAS_SYMPTOM
43,Rumination Disorder,Feeding and Eating Disorders,disorder,Significant impairment,SYM_Significant impairment,Dissociative Disorders,symptom,HAS_SYMPTOM
43,Rumination Disorder,Feeding and Eating Disorders,disorder,Re-chewing or re-swallowing,SYM_Re-chewing or re-swallowing,Feeding and Eating Disorders,symptom,HAS_SYMPTOM
43,Rumination Disorder,Feeding and Eating Disorders,disorder,Generalized Anxiety Disorder,Generalized Anxiety Disorder,Anxiety Disorders,disorder,COMORBID_WITH
43,Rumination Disorder,Feeding and Eating Disorders,disorder,Obsessive-Compulsive Disorder,Obsessive-Compulsive Disorder,Obsessive-Compulsive and Related Disorders,disorder,COMORBID_WITH
44,Avoidant/Restrictive Food Intake Disorder,Feeding and Eating Disorders,disorder,Apparent lack of interest in eating,SYM_Apparent lack of interest in eating,Feeding and Eating Disorders,symptom,HAS_SYMPTOM
44,Avoidant/Restrictive Food Intake Disorder,Feeding and Eating Disorders,disorder,Avoidance based on sensory features,SYM_Avoidance based on sensory features,Feeding and Eating Disorders,symptom,HAS_SYMPTOM
44,Avoidant/Restrictive Food Intake Disorder,Feeding and Eating Disorders,disorder,Significant weight loss,SYM_Significant weight loss,Feeding and Eating Disorders,symptom,HAS_SYMPTOM
44,Avoidant/Restrictive Food Intake Disorder,Feeding and Eating Disorders,disorder,Nutritional deficiency,SYM_Nutritional deficiency,Feeding and Eating Disorders,symptom,HAS_SYMPTOM
44,Avoidant/Restrictive Food Intake Disorder,Feeding and Eating Disorders,disorder,Dependence on supplements,SYM_Dependence on supplements,Feeding and Eating Disorders,symptom,HAS_SYMPTOM
44,Avoidant/Restrictive Food Intake Disorder,Feeding and Eating Disorders,disorder,Generalized Anxiety Disorder,Generalized Anxiety Disorder,Anxiety Disorders,disorder,COMORBID_WITH
44,Avoidant/Restrictive Food Intake Disorder,Feeding and Eating Disorders,disorder,Obsessive-Compulsive Disorder,Obsessive-Compulsive Disorder,Obsessive-Compulsive and Related Disorders,disorder,COMORBID_WITH
44,Avoidant/Restrictive Food Intake Disorder,Feeding and Eating Disorders,disorder,Attention-Deficit/Hyperactivity Disorder,Attention-Deficit/Hyperactivity Disorder,Neurodevelopmental Disorders,disorder,COMORBID_WITH
44,Avoidant/Restrictive Food Intake Disorder,Feeding and Eating Disorders,disorder,Autism Spectrum Disorder,Autism Spectrum Disorder,Neurodevelopmental Disorders,disorder,COMORBID_WITH
45,Anorexia Nervosa,Feeding and Eating Disorders,disorder,Significantly low body weight,SYM_Significantly low body weight,Feeding and Eating Disorders,symptom,HAS_SYMPTOM
45,Anorexia Nervosa,Feeding and Eating Disorders,disorder,Intense fear of weight gain,SYM_Intense fear of weight gain,Feeding and Eating Disorders,symptom,HAS_SYMPTOM
45,Anorexia Nervosa,Feeding and Eating Disorders,disorder,Disturbed body image,SYM_Disturbed body image,Feeding and Eating Disorders,symptom,HAS_SYMPTOM
45,Anorexia Nervosa,Feeding and Eating Disorders,disorder,Restriction of energy intake,SYM_Restriction of energy intake,Feeding and Eating Disorders,symptom,HAS_SYMPTOM
45,Anorexia Nervosa,Feeding and Eating Disorders,disorder,Denial of illness severity,SYM_Denial of illness severity,Feeding and Eating Disorders,symptom,HAS_SYMPTOM
45,Anorexia Nervosa,Feeding and Eating Disorders,disorder,Major Depressive Disorder,Major Depressive Disorder,Depressive Disorders,disorder,COMORBID_WITH
45,Anorexia Nervosa,Feeding and Eating Disorders,disorder,Obsessive-Compulsive Disorder,Obsessive-Compulsive Disorder,Obsessive-Compulsive and Related Disorders,disorder,COMORBID_WITH
45,Anorexia Nervosa,Feeding and Eating Disorders,disorder,Generalized Anxiety Disorder,Generalized Anxiety Disorder,Anxiety Disorders,disorder,COMORBID_WITH
45,Anorexia Nervosa,Feeding and Eating Disorders,disorder,Social Anxiety Disorder,Social Anxiety Disorder,Anxiety Disorders,disorder,COMORBID_WITH
45,Anorexia Nervosa,Feeding and Eating Disorders,disorder,Alcohol Use Disorder,Alcohol Use Disorder,Substance-Related and Addictive Disorders,disorder,COMORBID_WITH
46,Bulimia Nervosa,Feeding and Eating Disorders,disorder,Recurrent binge eating,SYM_Recurrent binge eating,Feeding and Eating Disorders,symptom,HAS_SYMPTOM
46,Bulimia Nervosa,Feeding and Eating Disorders,disorder,Compensatory behaviors,SYM_Compensatory behaviors,Feeding and Eating Disorders,symptom,HAS_SYMPTOM
46,Bulimia Nervosa,Feeding and Eating Disorders,disorder,Self-evaluation based on body shape,SYM_Self-evaluation based on body shape,Feeding and Eating Disorders,symptom,HAS_SYMPTOM
46,Bulimia Nervosa,Feeding and Eating Disorders,disorder,Loss of control during binges,SYM_Loss of control during binges,Feeding and Eating Disorders,symptom,HAS_SYMPTOM
46,Bulimia Nervosa,Feeding and Eating Disorders,disorder,Fear of weight gain,SYM_Fear of weight gain,Feeding and Eating Disorders,symptom,HAS_SYMPTOM
46,Bulimia Nervosa,Feeding and Eating Disorders,disorder,Major Depressive Disorder,Major Depressive Disorder,Depressive Disorders,disorder,COMORBID_WITH
46,Bulimia Nervosa,Feeding and Eating Disorders,disorder,Generalized Anxiety Disorder,Generalized Anxiety Disorder,Anxiety Disorders,disorder,COMORBID_WITH
46,Bulimia Nervosa,Feeding and Eating Disorders,disorder,Borderline Personality Disorder,Borderline Personality Disorder,Personality Disorders,disorder,COMORBID_WITH
46,Bulimia Nervosa,Feeding and Eating Disorders,disorder,Bipolar II Disorder,Bipolar II Disorder,Bipolar and Related Disorders,disorder,COMORBID_WITH
47,Binge-Eating Disorder,Feeding and Eating Disorders,disorder,Recurrent binge eating,SYM_Recurrent binge eating,Feeding and Eating Disorders,symptom,HAS_SYMPTOM
47,Binge-Eating Disorder,Feeding and Eating Disorders,disorder,Loss of control during binges,SYM_Loss of control during binges,Feeding and Eating Disorders,symptom,HAS_SYMPTOM
47,Binge-Eating Disorder,Feeding and Eating Disorders,disorder,Marked distress about binging,SYM_Marked distress about binging,Feeding and Eating Disorders,symptom,HAS_SYMPTOM
47,Binge-Eating Disorder,Feeding and Eating Disorders,disorder,Eating rapidly,SYM_Eating rapidly,Feeding and Eating Disorders,symptom,HAS_SYMPTOM
47,Binge-Eating Disorder,Feeding and Eating Disorders,disorder,Eating until uncomfortably full,SYM_Eating until uncomfortably full,Feeding and Eating Disorders,symptom,HAS_SYMPTOM
47,Binge-Eating Disorder,Feeding and Eating Disorders,disorder,Major Depressive Disorder,Major Depressive Disorder,Depressive Disorders,disorder,COMORBID_WITH
47,Binge-Eating Disorder,Feeding and Eating Disorders,disorder,Generalized Anxiety Disorder,Generalized Anxiety Disorder,Anxiety Disorders,disorder,COMORBID_WITH
48,Enuresis,Elimination Disorders,disorder,Repeated voiding of urine,SYM_Repeated voiding of urine,Elimination Disorders,symptom,HAS_SYMPTOM
48,Enuresis,Elimination Disorders,disorder,Age at least 5 years,SYM_Age at least 5 years,Elimination Disorders,symptom,HAS_SYMPTOM
48,Enuresis,Elimination Disorders,disorder,Occurs twice weekly for 3 months,SYM_Occurs twice weekly for 3 months,Elimination Disorders,symptom,HAS_SYMPTOM
48,Enuresis,Elimination Disorders,disorder,Not due to medical condition,SYM_Not due to medical condition,Elimination Disorders,symptom,HAS_SYMPTOM
48,Enuresis,Elimination Disorders,disorder,Attention-Deficit/Hyperactivity Disorder,Attention-Deficit/Hyperactivity Disorder,Neurodevelopmental Disorders,disorder,COMORBID_WITH
48,Enuresis,Elimination Disorders,disorder,Encopresis,Encopresis,Elimination Disorders,disorder,COMORBID_WITH
48,Enuresis,Elimination Disorders,disorder,Major Depressive Disorder,Major Depressive Disorder,Depressive Disorders,disorder,COMORBID_WITH
49,Encopresis,Elimination Disorders,disorder,Repeated passage of feces inappropriately,SYM_Repeated passage of feces inappropriately,Elimination Disorders,symptom,HAS_SYMPTOM
49,Encopresis,Elimination Disorders,disorder,At least one event monthly,SYM_At least one event monthly,Elimination Disorders,symptom,HAS_SYMPTOM
49,Encopresis,Elimination Disorders,disorder,Age at least 4 years,SYM_Age at least 4 years,Elimination Disorders,symptom,HAS_SYMPTOM
49,Encopresis,Elimination Disorders,disorder,Not due to medical condition,SYM_Not due to medical condition,Elimination Disorders,symptom,HAS_SYMPTOM
49,Encopresis,Elimination Disorders,disorder,Enuresis,Enuresis,Elimination Disorders,disorder,COMORBID_WITH
49,Encopresis,Elimination Disorders,disorder,Attention-Deficit/Hyperactivity Disorder,Attention-Deficit/Hyperactivity Disorder,Neurodevelopmental Disorders,disorder,COMORBID_WITH
50,Insomnia Disorder,Sleep-Wake Disorders,disorder,Difficulty initiating sleep,SYM_Difficulty initiating sleep,Sleep-Wake Disorders,symptom,HAS_SYMPTOM
